evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt,pdf_deep_species_strain_terms,pdf_deep_strain_codes,pdf_deep_dose_terms,pdf_deep_duration_terms,pdf_deep_sample_size_terms,pdf_deep_design_terms,pdf_deep_dosage_form_terms,pdf_deep_p_value_terms,pdf_deep_numeric_value_terms,pdf_deep_result_snippets,pdf_deep_methods_excerpt,pdf_deep_extraction_status,pdf_deep_error,download_deep_species_strain_terms,download_deep_strain_codes,download_deep_dose_terms,download_deep_duration_terms,download_deep_sample_size_terms,download_deep_design_terms,download_deep_dosage_form_terms,download_deep_p_value_terms,download_deep_numeric_value_terms,download_deep_result_snippets,download_deep_methods_excerpt,download_deep_extraction_status,download_deep_error
PMID:33763720,PubMed,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",glucose,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01,,,,,,,n = 43; n = 39,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,Akkermansia mucin-; Akkermansia muciniphila; Bifidobacterium longum,,,2 weeks; 0 wk; 4 weeks; 4 wk; 8 weeks; 8 wk,n = 43; n = 39; 18 participants; 39 participants; 82 participants; 43 participants; n = 9; n = 11; n = 10,parallel; randomised; controlled trial; Clinical Trial,diet; prebiotic,p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01; p < 0.05; p = 0.002; p = 0.005; p < 0.001; p = 0.04; p < 0.01,"0.5 kg/m2; increased plasma oleoylethanola- mide/palmitoylethanolamide (OEA/PEA, p = 0; increased faecal Akkermansia mucin- iphila (p = 0; changes; decreased homeostatic model assessment of insulin resistance index (p = 0; decreased serum high-sensitive C-reactive protein (p = 0; increases A; improve intermediary clinical outcomes are not obvious; changes in the gut microbiome and related metabolome [9]; changes in fasting plasma lipids and faecal levels of short-chain fatty acids upon an interventi; changes in response to the dietary intervention, concomitant with gut microbi- ome changes and t; 24 kg/m; change their habitual diet during the 8-week intervention; 0.1 kg; 0.5 cm; 24.9 kg/m; 29.9 kg/m; 30 kg/m2","Vol.:(0123456789)1 3 European Journal of Nutrition (2021) 60:3703–3716 https://doi.org/10.1007/s00394-021-02538-8 ORIGINAL CONTRIBUTION Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation Silvia Tagliamonte1 · Manolo Laiola1 · Rosalia Ferracane1 · Marilena Vit || Methods A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle. || Results The MD intervention lowered plasma arachidonoylethanolamide (AEA, p = 0.02), increased plasma oleoylethanola- mide/palmitoylethanolamide (OEA/PEA, p = 0.009) and OEA/AEA (p = 0.006) and increased faecal Akkermansia mucin- iphila (p = 0.026) independent of body weight changes. || Following an MD, individuals with low-plasma OEA/PEA at baseline decreased homeostatic model assessment of insulin resistance index (p = 0.01), while individuals with high-plasma OEA/ PEA decreased serum high-sensitive C-reactive protein (p = 0.02). || gov Keywords Obesity · Akkermansia muciniphila · Gut microbiome · Gut barrier · Cardiovascular disease risk Abbreviations 2-AG 2-Arachidonylglycerol AEA Arachidonoylethanolamide or anandamide AEAd8 Anandamide-d8 BMI Body mass index CRP C-reactive protein CT Control group ECs Endocannabinoids HDL High-density lipoprotein HOMA-index Homeostatic model assessment of insulin resista || 84, 80055 Portici, NA), Italy 2 Department of Clinical Medicine and Surgery, University of Naples Federico II, 80131 Naples, Italy 3 Centro Diagnostico San Ciro, 80055 Portici, Italy 4 Université Paris-Saclay, INRAE (Institut National de Recherche Pour L’agriculture, l’alimentation Et L’environnement), MGP (Metagenopolis), 78350 Jouy en Josas, France 5 Task Force On Microbiome  || Randomised clinical trials (RCTs) designed to monitor multiple systems, including the gut microbiome are mandatory to determine causal relation- ships between diet and health outcomes with the potential to unravel physiological mechanisms underpinning the effects and obtain indications for personalised nutrition and preci- sion medicine [4 –6].","Vol.:(0123456789)1 3 European Journal of Nutrition (2021) 60:3703–3716 https://doi.org/10.1007/s00394-021-02538-8 ORIGINAL CONTRIBUTION Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation Silvia Tagliamonte1 · Manolo Laiola1 · Rosalia Ferracane1 · Marilena Vitale2 · Maria A. Gallo3 · Victoria Meslier4 · Nicolas Pons4 · Danilo Ercolini1,5 · Paola Vitaglione1,5 Received: 20 December 2020 / Accepted: 8 March 2021 / Published online: 24 March 2021 © The Author(s) 2021 Abstract Purpose To investigate whether a Mediterranean diet (MD) affected the plasma concentrations of endocan",ok,
PMID:33763720,PubMed,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",microbiome,"To identify the relationship between circulating levels of these compounds and gut microbiome, insulin resistance and systemic inflammation.; A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01,,,,,,,n = 43; n = 39,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,Akkermansia mucin-; Akkermansia muciniphila; Bifidobacterium longum,,,2 weeks; 0 wk; 4 weeks; 4 wk; 8 weeks; 8 wk,n = 43; n = 39; 18 participants; 39 participants; 82 participants; 43 participants; n = 9; n = 11; n = 10,parallel; randomised; controlled trial; Clinical Trial,diet; prebiotic,p = 0.02; p = 0.009; p = 0.006; p = 0.026; p = 0.01; p < 0.05; p = 0.002; p = 0.005; p < 0.001; p = 0.04; p < 0.01,"0.5 kg/m2; increased plasma oleoylethanola- mide/palmitoylethanolamide (OEA/PEA, p = 0; increased faecal Akkermansia mucin- iphila (p = 0; changes; decreased homeostatic model assessment of insulin resistance index (p = 0; decreased serum high-sensitive C-reactive protein (p = 0; increases A; improve intermediary clinical outcomes are not obvious; changes in the gut microbiome and related metabolome [9]; changes in fasting plasma lipids and faecal levels of short-chain fatty acids upon an interventi; changes in response to the dietary intervention, concomitant with gut microbi- ome changes and t; 24 kg/m; change their habitual diet during the 8-week intervention; 0.1 kg; 0.5 cm; 24.9 kg/m; 29.9 kg/m; 30 kg/m2","Vol.:(0123456789)1 3 European Journal of Nutrition (2021) 60:3703–3716 https://doi.org/10.1007/s00394-021-02538-8 ORIGINAL CONTRIBUTION Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation Silvia Tagliamonte1 · Manolo Laiola1 · Rosalia Ferracane1 · Marilena Vit || Methods A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle. || Results The MD intervention lowered plasma arachidonoylethanolamide (AEA, p = 0.02), increased plasma oleoylethanola- mide/palmitoylethanolamide (OEA/PEA, p = 0.009) and OEA/AEA (p = 0.006) and increased faecal Akkermansia mucin- iphila (p = 0.026) independent of body weight changes. || Following an MD, individuals with low-plasma OEA/PEA at baseline decreased homeostatic model assessment of insulin resistance index (p = 0.01), while individuals with high-plasma OEA/ PEA decreased serum high-sensitive C-reactive protein (p = 0.02). || gov Keywords Obesity · Akkermansia muciniphila · Gut microbiome · Gut barrier · Cardiovascular disease risk Abbreviations 2-AG 2-Arachidonylglycerol AEA Arachidonoylethanolamide or anandamide AEAd8 Anandamide-d8 BMI Body mass index CRP C-reactive protein CT Control group ECs Endocannabinoids HDL High-density lipoprotein HOMA-index Homeostatic model assessment of insulin resista || 84, 80055 Portici, NA), Italy 2 Department of Clinical Medicine and Surgery, University of Naples Federico II, 80131 Naples, Italy 3 Centro Diagnostico San Ciro, 80055 Portici, Italy 4 Université Paris-Saclay, INRAE (Institut National de Recherche Pour L’agriculture, l’alimentation Et L’environnement), MGP (Metagenopolis), 78350 Jouy en Josas, France 5 Task Force On Microbiome  || Randomised clinical trials (RCTs) designed to monitor multiple systems, including the gut microbiome are mandatory to determine causal relation- ships between diet and health outcomes with the potential to unravel physiological mechanisms underpinning the effects and obtain indications for personalised nutrition and preci- sion medicine [4 –6].","Vol.:(0123456789)1 3 European Journal of Nutrition (2021) 60:3703–3716 https://doi.org/10.1007/s00394-021-02538-8 ORIGINAL CONTRIBUTION Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation Silvia Tagliamonte1 · Manolo Laiola1 · Rosalia Ferracane1 · Marilena Vitale2 · Maria A. Gallo3 · Victoria Meslier4 · Nicolas Pons4 · Danilo Ercolini1,5 · Paola Vitaglione1,5 Received: 20 December 2020 / Accepted: 8 March 2021 / Published online: 24 March 2021 © The Author(s) 2021 Abstract Purpose To investigate whether a Mediterranean diet (MD) affected the plasma concentrations of endocan",ok,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",weight,Weight loss resulting from low-carbohydrate high-protein diets can be significant but has also been linked to potentially negative health effects due to increased bacterial fermentation of undigested protein within the colon and subsequent changes in gut microbiota composition.,,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",BMI,"The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",waist,"However, the decrease over time in body mass, BMI, waist circumstance, and body fat mass was associated with a decrease in Bifidobacterium abundance.",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",body_fat,"The results showed no statistically significant differences in body composition (body mass, BMI, body fat mass, body fat percentage, body lean mass, and bone mineral content) between the placebo and synbiotic groups at the end of the clinical trial (3-month intervention, 20 human subjects participating in weight loss intervention based on a low-carbohydrate, high-protein, reduced energy diet).",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",glucose,"Regression analysis performed to correlate abundance of species following supplementation with body composition parameters and biomarkers of obesity found an association between a decrease over time in blood glucose and an increase in Lactobacillus abundance, particularly in the synbiotic group.",,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:31952249,PubMed,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",microbiome,Targeting gut microbiota with synbiotics (probiotic supplements containing prebiotic components) is emerging as a promising intervention in the comprehensive nutritional approach to reducing obesity.,,,,,,,,,detail_hint,supplement_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",weight,Additional improvements were observed in body weight and anthropometric parameters.,p < 0.05,,,,,,,n = 50,detail_hint,supplement_queue,pending,,nutrients-18-00250-v2.pdf,1.000,24,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W",Lactiplantibacillus plantarum Q180; Lactiplantibacillus plantarum,CKDB-322; Q180,109 CFU,12 weeks; 12 Week,n = 50; 100 adults; 82 participants; 60 participants; 80 participants; 100 participants; 14 participants; 93 participants; n = 48; n = 45; 91 participants; n = 47,randomized; double-blind; placebo-controlled; clinical trial,diet; powder; capsule,p < 0.05; p > 0.05; p < 0.0001; p = 0.0055; p = 0.0053,"30 kg/m2; 90 cm; 85 cm; decreased significantly in the CKDB-322 group compared to the placebo; increase in the relative abundance of Lactobacillus, suggesting potential modulation of; decreased adipogenesis by downregulating the transcriptional regulators peroxisome proli; reduced body weight gain and adiposity, along with improvements in serum glucose and l; decreased lipogenic markers and enhanced fatty acid oxidation and energy metabolism path; 29.9 kg/m2; 30 kg/m; changes; change of more than 5 percent within one month prior to screening; reduce their daily energy intake by approximately 500 kcal and to follow a carbohydrat; change in body fat mass from baseline to week 12, assessed by dual-energy X-ray absorp; change in body fat mass from baseline; 90%; 20%; changes from baseline were assessed using Pairedt-test when normality assumptions were","Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; || This randomized, double-blind, placebo-controlled, 12-week trial evaluated the efficacy and safety of CKDB-322 in overweight adults. || had a body mass index (BMI) of 25–30 kg/m2, and a waist circumference of ≥90 cm for men or ≥85 cm for women. || Results: CKDB-322 supplementation resulted in statistically significant reductions in body fat mass and body fat percentage, as measured by dual-energy X-ray absorptiometry (DEXA), compared to the placebo group (p < 0.05). || Computed tomography (CT) analyses also revealed significant reductions in abdominal fat area in the CKDB-322 group ( p < 0.05). || Among metabolic biomark- ers, serum triglycerides and leptin levels decreased significantly in the CKDB-322 group compared to the placebo.","Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Insti",ok,,,,,,,,,,,,,,
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",body_fat,"tricornutum daily (n = 50), or a placebo (n = 50).; CKDB-322 supplementation resulted in statistically significant reductions in body fat mass and body fat percentage, as measured by dual-energy X-ray absorptiometry (DEXA), compared to the placebo group (p < 0.05).",p < 0.05,,,,,,,n = 50,detail_hint,supplement_queue,pending,,nutrients-18-00250-v2.pdf,1.000,24,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W",Lactiplantibacillus plantarum Q180; Lactiplantibacillus plantarum,CKDB-322; Q180,109 CFU,12 weeks; 12 Week,n = 50; 100 adults; 82 participants; 60 participants; 80 participants; 100 participants; 14 participants; 93 participants; n = 48; n = 45; 91 participants; n = 47,randomized; double-blind; placebo-controlled; clinical trial,diet; powder; capsule,p < 0.05; p > 0.05; p < 0.0001; p = 0.0055; p = 0.0053,"30 kg/m2; 90 cm; 85 cm; decreased significantly in the CKDB-322 group compared to the placebo; increase in the relative abundance of Lactobacillus, suggesting potential modulation of; decreased adipogenesis by downregulating the transcriptional regulators peroxisome proli; reduced body weight gain and adiposity, along with improvements in serum glucose and l; decreased lipogenic markers and enhanced fatty acid oxidation and energy metabolism path; 29.9 kg/m2; 30 kg/m; changes; change of more than 5 percent within one month prior to screening; reduce their daily energy intake by approximately 500 kcal and to follow a carbohydrat; change in body fat mass from baseline to week 12, assessed by dual-energy X-ray absorp; change in body fat mass from baseline; 90%; 20%; changes from baseline were assessed using Pairedt-test when normality assumptions were","Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; || This randomized, double-blind, placebo-controlled, 12-week trial evaluated the efficacy and safety of CKDB-322 in overweight adults. || had a body mass index (BMI) of 25–30 kg/m2, and a waist circumference of ≥90 cm for men or ≥85 cm for women. || Results: CKDB-322 supplementation resulted in statistically significant reductions in body fat mass and body fat percentage, as measured by dual-energy X-ray absorptiometry (DEXA), compared to the placebo group (p < 0.05). || Computed tomography (CT) analyses also revealed significant reductions in abdominal fat area in the CKDB-322 group ( p < 0.05). || Among metabolic biomark- ers, serum triglycerides and leptin levels decreased significantly in the CKDB-322 group compared to the placebo.","Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Insti",ok,,,,,,,,,,,,,,
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",lipid,"Among metabolic biomarkers, serum triglycerides and leptin levels decreased significantly in the CKDB-322 group compared to the placebo.",p < 0.05,,,,,,,n = 50,detail_hint,supplement_queue,pending,,nutrients-18-00250-v2.pdf,1.000,24,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W",Lactiplantibacillus plantarum Q180; Lactiplantibacillus plantarum,CKDB-322; Q180,109 CFU,12 weeks; 12 Week,n = 50; 100 adults; 82 participants; 60 participants; 80 participants; 100 participants; 14 participants; 93 participants; n = 48; n = 45; 91 participants; n = 47,randomized; double-blind; placebo-controlled; clinical trial,diet; powder; capsule,p < 0.05; p > 0.05; p < 0.0001; p = 0.0055; p = 0.0053,"30 kg/m2; 90 cm; 85 cm; decreased significantly in the CKDB-322 group compared to the placebo; increase in the relative abundance of Lactobacillus, suggesting potential modulation of; decreased adipogenesis by downregulating the transcriptional regulators peroxisome proli; reduced body weight gain and adiposity, along with improvements in serum glucose and l; decreased lipogenic markers and enhanced fatty acid oxidation and energy metabolism path; 29.9 kg/m2; 30 kg/m; changes; change of more than 5 percent within one month prior to screening; reduce their daily energy intake by approximately 500 kcal and to follow a carbohydrat; change in body fat mass from baseline to week 12, assessed by dual-energy X-ray absorp; change in body fat mass from baseline; 90%; 20%; changes from baseline were assessed using Pairedt-test when normality assumptions were","Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; || This randomized, double-blind, placebo-controlled, 12-week trial evaluated the efficacy and safety of CKDB-322 in overweight adults. || had a body mass index (BMI) of 25–30 kg/m2, and a waist circumference of ≥90 cm for men or ≥85 cm for women. || Results: CKDB-322 supplementation resulted in statistically significant reductions in body fat mass and body fat percentage, as measured by dual-energy X-ray absorptiometry (DEXA), compared to the placebo group (p < 0.05). || Computed tomography (CT) analyses also revealed significant reductions in abdominal fat area in the CKDB-322 group ( p < 0.05). || Among metabolic biomark- ers, serum triglycerides and leptin levels decreased significantly in the CKDB-322 group compared to the placebo.","Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Insti",ok,,,,,,,,,,,,,,
